Label	Category	ENG	PL
IgnisManor_IgnisMausoleumRock_10	Dialogue	"'Flawlessly', eh?"" Alex said as inspiration dawned on him. ""In other words, as long as you introduce a flaw, the energy-blocking effect would be greatly diminished."	"'Bez usterek', czyż nie?"" Alex powiedział pod napływem inspiracji. ""Innymi słowy, tak długo jak wprowadzi się usterkę, to efekt blokowania energii byłby mocno zmniejszony."
IgnisManor_ColtenRock_0	Dialogue	Alright, now the half-circle of stones is incomplete. Colten's technique should not be as effective.	No dobra, teraz pół-okrąg kamieni jest niekompletny. Technika Coltena nie powinna być już tak skuteczna.
IgnisManor_IgnisMausoleumPotion_0	Dialogue	This exhibit describes the difficulties of creating healing potions in the times of the Ignis progenitor, almost 200 years ago. It goes into great detail about what kinds of plants and methods were used despite the limited knowledge and scarcity of ingredients.	Ten eksponat opisuje trudności w tworzeniu mikstur leczących w czasach założyciela Ignis prawie 200 lat temu. Wdano się tutaj w dokładne szczegóły tego, jakich roślin i metod użyto mimo ograniczonej wiedzy i braku składników.
IgnisManor_IgnisMausoleumPotion_10	Dialogue	There's something to be learned from this. Maybe I should use some of that when I prepare my own healing potions.	Całkiem sporo mogę się z tego nauczyć. Może powinienem użyć tego, gdy będę przygotowywał mikstury.
IgnisManor_IgnisMausoleumFlower_0	Dialogue	This exhibit describes the difficulty of growing plants in the climate of the Ignis Volcano and its vicinity. Only the black and red 'Ash trees' are able to survive, while all other flora withers within days of being planted.	Ten eksponat opisuje trudności związane z uprawą roślin w klimacie Wulkanu Ignis i jego okolicach. Tylko czarno-czerwone 'Popiołowe drzewa' są w stanie tutaj przeżyć, a pozostała flora usycha w przeciągu dni od zasadzenia.
IgnisManor_IgnisMausoleumFlower_10	Dialogue	Judging from the direction of the energy, the source of the problem lies at the top of the Ignis Volcano. I never had a reason to go there, so no idea what secret it might be hiding.	Sądząc po kierunku pochodzenia energii, to źródło problemu leży gdzieś u szczytu Wulkanu Ignis. Nigdy nie miałem powodu, żeby tam iść, więc nie mam pojęcia co może się tam znajdować.
IgnisManor_IgnisMausoleumUltimateMaterial_0	Dialogue	This exhibit does not have any historical significance, simply describing what an Ultimate Crafting Material is, and how expensive and valuable it actually is.	Ten eksponat nie ma specjalnej wartości historycznej, po prostu opisuje czym jest Ostateczny Materiał Rzemieślniczy oraz jego niebagatelną wartość.
IgnisManor_IgnisMausoleumUltimateMaterial_10	Dialogue	Guess they have nobody powerful enough to make use of that material. So instead of letting it rot in the warehouse, they display it to show off their wealth. For now, unfortunately I wouldn't be able to make great use of it either.	Najwidoczniej nie mieli nikogo wystarczająco silnego by wykorzystać ten materiał. Zamiast zostawić go by gnił w magazynie to wystawili go tu by pokazać jacy są zamożni. Na razie niestety ja też nie miałbym z niego wielkiego pożytku.
IgnisManor_IgnisMausoleumArmour_0	Dialogue	This exhibit is the authentic armor used by the first leader of the Ignis family 200 years ago. It became the basis on which all future sets of Ignis armor were created.	Ten eksponat to oryginalna zbroja używana przez pierwszego przywódcę rodziny Ignis 200 lat temu. Stanowi on wzorzec, na podstawie którego wszystkie przyszłe wersje zbroi Ignis były projektowane.
IgnisManor_IgnisMausoleumArmour_10	Dialogue	"Something just doesn't feel right about this one,"" Alex muttered to himself as he strained his eyes. He channeled energy through his eyes and analyzed the structure of the armor. ""This thing is certainly 200 years old, but if it belonged to the progenitor of Ignis energy, why was it crafted <i>specifically</i> to counter Ignis flames?"	"Coś mi tutaj nie pasuje,"" Alex powiedział do siebie i przyjrzał się bliżej. Napełnił swoje oczy energią i przeanalizował strukturę zbroi. ""To faktycznie ma 200 lat, ale jeśli należało do protoplasty energii Ignis, to czemu zostało stworzone <i>specyficznie</i> by kontrować płomienie Ignis?"
IgnisManor_IgnisMausoleumArmour_20	Dialogue	A novice might need some assurance in order not to be burned by his own technique, but this piece is focused <i>entirely</i> on counter-acting Ignis flames, with almost no defensive capabilities aside from that. That's not something a self-proclaimed progenitor of the Ignis energy would ever wear.	Początkujący może i potrzebuje ochrony przed poparzeniem się własną techniką, ale ta zbroja jest skupiona <i>w pełni</i> na kontrowaniu płomieni Ignis, poza tym nie posiadających prawie żadnych właściwości defensywnych. To nie jest coś, co rzekomy twórca energii Ignis miałby nosić.
IgnisManor_IgnisMausoleumArmour_30	Dialogue	"Not to mention just how much flames this armor actually suffered from,"" Alex said as he grimaced, almost bumping his nose into the glass from observing the armor too closely. ""Some restoration work was done on it, but I can tell: this armor withstood an onslaught of hostile flames. But there's no mention of any strong flame users from 200 years ago aside from the leader himself."	"Nie mówiąc już o tym, jak wiele płomieni ta zbroja zablokowała,"" Alex powiedział z grymasem, prawie uderzając nosem o szybę od zbyt bliskiej obserwacji. ""Wykonano tu nieco napraw, ale jestem w stanie powiedzieć: ta zbroja przeciwstawiła się istnej nawałnicy wrogich płomieni. Ale nie ma wzmianki o żadnych potężnym użytkowniku płomieni sprzed 200 lat. Poza samą pierwszą głową Ignis."
IgnisManor_IgnisMausoleumWeapon_0	Dialogue	This exhibit is the authentic weapon wielded by the first leader of the Ignis family, before he switched to the 'Plunderer' greatsword that is being used by Ignis family leaders to this day.	Ten eksponat jest autentyczną bronią dzierżoną przez pierwszego przywódcę rodziny Ignis, zanim zaczął używać wielkiego ostrza 'Grabieżcy' z którego przywódcy Ignis korzystają do dzisiaj.
IgnisManor_IgnisMausoleumWeapon_10	Dialogue	...I don't buy it. I'm pretty good at weapon crafting myself, and I can tell this is just a poorly made 'replica'. The creator just saw the weapon and tried to recreate the appearance rather than functionality. That leaves me with two questions: what happened to the original, and why is this replica displayed here as if it's the real thing?	...Niezbyt chce mi się w to wierzyć. Sam jestem całkiem niezły w obróbce broni, i dla mnie jest oczywistym, że to po prostu słabo wykonana 'replika'. Twórca po prostu zobaczył broń, a następnie próbował odtworzyć jej funkcjonalność. To pozostawia dwa pytania: co stało się z oryginałem, oraz czemu ta replika jest tutaj wystawiona tak, jakby była autentyczna?
IgnisManor_IgnisMausoleumWeapon_20	Dialogue	"Focusing intently on the weapon, Alex felt like he slightly understood the intent buried deep within the energy used to create the greatsword. ""A sense of pride... conquest? Is this like 'spoils of war' of some kind? But why did Ignis progenitor feel like that about his own weapon? Moreover, why lie about this being the real thing?"""	"Skupiając się na broni, Alex poczuł, że nieco zrozumiał intencję schowaną głęboko w energii użytej do wytworzenia tego ostrza. ""Poczucie dumy... i podboju? Swojego rodzaju 'łupy wojenne'? Ale czemu protoplasta Ignis miałby tak się czuć wobec własnej broni? Nie mówiąc już o tym, że czemu miałby kłamać o autentyczności tej repliki?"" "
IgnisManor_IgnisMausoleumWeapon_30	Dialogue	A slight suspicion started growing in Alex's heart, but he did not yet have sufficient evidence to propose a hypothesis.	Lekkie zwątpienie zakiełkowało w sercu Alexa, ale na razie brak mu było wystarczających dowodów na wystawienie hipotezy.
IgnisManor_QuartermastersNotes_0	Dialogue	At a first glance, this seems like a regular list of items available in the Ignis Manor armory. But as he keeps flipping the pages, Alex finds stumbles upon an interesting excerpt.	Na pierwszy rzut oka wygląda to na zwykłą listę inwentarzu dostępnego w zbrojowni Dworu Ignis. Ale po przewertowaniu kilku stron, Alex napotkał dosyć ciekawą wzmiankę.
IgnisManor_QuartermastersNotes_10	Dialogue	As it turns out, there was a traitor among the ranks of the Ignis knights. He tried to smuggle a high-quality set of Ignis armor out of the mansion, but was only partially successful. He was caught before finishing the trade, so the location of stolen goods is a mystery.	Wygląda na to, że w szeregach rycerzy Ignis był zdrajca. Próbował przeszmuglować wysokiej jakości zbroję Ignis do innego miasta, ale udało mu się to tylko częściowo. Został złapany zanim dokończył sprzedaż, więc obecna lokalizacja skradzionych dóbr pozostaje tajemnicą.
IgnisManor_QuartermastersNotes_20	Dialogue	Interesting. Based on the tone of this document, he's not being treated like a traitor. The investigators only got some vague clues from him regarding the locations: 'in four corners, four arrows mark the spot'. Somehow, it feels like he's treating this like a game.	Ciekawe. Po tonie wykorzystanym w tym dokumencie wynika, że nie jest traktowany jak zdrajca. Oficerzy śledczy wyciągnęli z niego tylko niejasne wskazówki odnośnie lokacji: 'w czterech rogach, cztery strzałki wskazują miejsce'. Mam wrażenie, że facet traktuje to jako zabawę.
IgnisManor_BlaineNotYet_0	Dialogue	How is it, Alex? Were you able to take the Ignis power as your own?	I jak tam Alex? Udało ci się okiełznać moc Ignis?
IgnisManor_BlaineNotYet_10	Dialogue	Somewhat. But I still feel like I need a bit more time to figure things out.	W pewnym stopniu. Ale nadal potrzebuję nieco czasu, żeby lepiej wszystko zrozumieć.
IgnisManor_BlaineNotYet_20	Dialogue	Alright. Once you feel like you're finished, meet me here. I'll be in charge of your final test.	Gdy poczujesz, że jesteś gotowy, to przyjdź do mnie. Przeprowadzę twój ostateczny test.
IgnisManor_BlaineWrapUp_0	Dialogue	"""Admiring your work?"" Alex asked as he walked up to Blaine, who was intensely staring at the 'Monument' that he created many years ago."	"""Podziwiasz swoją robotę?"" Alex zapytał Blaine gdy do niego podszedł. Mężczyzna intensywnie wpatrywał się w 'Monument' który stworzył wiele lat temu."
IgnisManor_BlaineWrapUp_10	Dialogue	"Quite the opposite,"" Blaine said as he let out a tired sigh. ""You see, this is something I created when I was young and impulsive. All my life, I've been taught that this land is the enemy, from whom you're supposed to take by force. And so I, just like my predecessors, forcefully created a 'Monument' here."	"Wręcz przeciwnie,"" Blaine powiedział i westchnął głęboko. ""To jest coś, co stworzyłem będąc młodym i impulsywnym dzieciakiem. Całe moje życie nauczano mnie, że ta ziemia jest moim wrogiem, że muszę od niej wyciągać wszystko siłą. Więc i ja, tak jak moi poprzednicy, siłą stworzyłem sobie tutaj 'Monument'."
IgnisManor_BlaineWrapUp_20	Dialogue	"""But now, after all these years, your opinion changed?"" Alex asked. He always viewed Ignis family, and especially Blaine himself, as utterly inflexible, incapable of such a drastic shift in perception."	"""Ale po tylu latach masz już inną opinię?"" zapytał Alex. Zawsze postrzegał rodzinę Ignis, a zwłaszcza samego Blaine-a, jako kompletenie zatwardziałych i niezdolnych do tak drastycznej zmiany światopoglądowej."
IgnisManor_BlaineWrapUp_30	Dialogue	"I'm somewhat of a special case, you see,"" Blaine said with a sad smile on his face. ""Due to our special... 'circumstances'... the Ignis Family leaders hardly ever fill their position for more than 10 years. However, thanks to the power I was born with, I'm now on my 13th year of filling the position."	"Jestem dosyć specyficznym przypadkiem,"" powiedział Blaine ze smutnym uśmiechem na twarzy. ""Ze względu na nasze specjalne... 'okoliczności'... przywódcy rodziny Ignis rzadko kiedy sprawują swoją funkcję dłużej niż 10 lat. Lecz dzięki sile z którą się urodziłem, jestem teraz na moim 13 roku piastowania tego stanowiska."
IgnisManor_BlaineWrapUp_40	Dialogue	So you're saying that you have an unique perspective. One that none of the family leaders before you were afforded?	Więc twierdzisz, że masz unikalną perspektywę, której inni przywódcy nigdy nie mieli szansy zobaczyć?
IgnisManor_BlaineWrapUp_50	Dialogue	"Nothing so grand,"" Blaine replied with a somewhat forced laugh. ""It's just..."" he added and hesitated for a moment. ""When you're young, the whole world seems so simple. You know exactly what's right and what's wrong. But as you grow older and experience different things, that worldview starts cracking."	"Nic tak wielkiego,"" Blaine odpowiedział z nieco wymuszonym śmiechem. ""Po prostu..."" dodał i przez chwilę się zawahał. ""Kiedy jesteś młody, to cały świat wydaje się taki prosty. Wiesz dokładnie co jest dobre, a co złe. Ale gdy stajesz się starszy i nabierasz doświadczeń, to ten punkt widzenia zaczyna się załamywać."
IgnisManor_BlaineWrapUp_60	Dialogue	"Then what was the stuff you told me before?"" Alex asked, taken off-guard to some extent. ""You sounded awfully sure of yourself back then."	"W takim razie co z tym wszystkim, o czym mi wcześniej mówiłeś?"" zapytał Alex, nieco zbity z tropu. ""Wtedy brzmiałeś całkiem pewny siebie."
IgnisManor_BlaineWrapUp_70	Dialogue	"Back then, I faced you as the Ignis family leader. Right now, I was just having a brief conversation as just Blaine."" After a short moment of contemplation, Blaine was then back to his usual, confident self. ""But that's enough about me. Tell me, Alex, were you able to take the Ignis power as your own?"	"Wtedy rozmawiałeś z przywódcą rodziny Ignis. Teraz masz przed sobą zwykłego Blaine-a."" Po krótkim przemyśleniu, Blaine powrócił do swojej normalnej, pewnej siebie wersji. ""Ale wystarczy gadania o mnie. Powiedz mi, Alex, czy udało ci się okiełznać moc Ignis?"
IgnisManor_BlaineWrapUp_80	Dialogue	"""Yeah. I feel like I have a pretty good idea of what it's all about,"" Alex said, compiling everything he learned about Ignis history and Ignis energy itself over his stay here."	"""Tak. Czuję, że zaczynam pojmować, o co w tym wszystkim chodzi,"" powiedział Alex. Zebrał w głowie wszystko, czego się nauczył o historii Ignis i energii Ignis podczas swego pobytu tutaj."
IgnisManor_BlaineWrapUp_90	Dialogue	"""And? What do you think?"" Blaine asked. He seemed surprisingly interested in Alex's answer, waiting for his input with bated breath."	"""I jak? Do jakiego wniosku doszedłeś?"" zapytał Blaine. Wydawał się zaskakująco zainteresowany odpowiedzią Alexa, wyczekując jej z zapartym tchem."
IgnisManor_BlaineWrapUpNoChoice_0	Dialogue	"""Ignis had no choice but to become ruthless."" *[Heavy]Heavy Weapon Backstabs now apply [Burn]Burn equal to 5% of [HS]Heavy Weapon Stagger*"	"""Ignis nie mieli wyboru: musieli być bezlitośni."" *Ataki w Plecy [Heavy]Ciężką Bronią teraz nakładają [Burn]Podpalenie w ilości 5% [HS]Zachwiania Ciężką Bronią.*"
IgnisManor_BlaineWrapUpNoChoice_10	Dialogue	"""The Ignis territory is ruthless, and the Ignis knights had to become just as ruthless in order to survive,"" Alex said as he put his feelings into words."	"""Terytorium Ignis jest bezlitosne, więc rycerze Ignis musieli być bezlitośni, aby przeżyć,"" powiedział Alex gdy udało mu się przelać swoje uczucia w słowa."
IgnisManor_BlaineWrapUpNoChoice_20	Dialogue	"We had no choice... is it?"" Blaine muttered to himself, contemplating something deeply. ""Perhaps it's true that <i>we</i>, born into this era no longer had a choice. But what about our founder? Did she not have a choice either?"	"Twierdzisz że... nie mieliśmy wyboru?"" Blaine powiedział sam do siebie, głęboko coś rozważając. ""Być może to prawda, że <i>my</i>, urodzeni w tych czasach nie mieliśmy wyboru. Ale co z naszą założycielką? Czy ona też nie miała wyboru?"
IgnisManor_BlaineWrapUpNoChoice_30	Dialogue	"Perhaps. I would need to meet her to know,"" Alex said as he shrugged his shoulders. ""I don't know anywhere near enough about the first family leader to make judgments. But from what I can see, her actions did allow you to survive even in this environment."	"Być może. Musiałbym ją spotkać, żeby się dowiedzieć,"" powiedział Alex i wzruszył ramionami. ""Daleko mi do wiedzy, która pozwoliłaby mi kogokolwiek tutaj oceniać. Ale z tego co o niej wiem, to jej poczynania pozwoliły wam przetrwać mimo tego środowiska."
IgnisManor_BlaineWrapUpNoChoice_40	Dialogue	"With his eyes closed, Blaine was lost in thoughts for a moment. Finally, he sighed and spoke up. ""If this was the final exam for the position of 'Ignis Knight', that answer would have earned you full marks. You came to the same conclusion as I did back during my youth."" Despite his words, Alex got the feeling that Blaine was hoping to hear a different answer."	"Przez moment Blaine rozważał coś z zamkniętymi oczami. W końcu westchnął i powiedział, ""Gdyby to był ostateczny egzamin na pozycję 'Rycerza Ignis', to ta odpowiedź zdobyłaby tobie maksimum punktów. Doszedłeś do tej samej konkluzji, jak ja za mojej młodości."" Mimo jego słów, przez chwilę Alex miał wrażenie, że Blaine pragnął usłyszeć inną odpowiedź."
IgnisManor_BlaineWrapUpBetrayal_0	Dialogue	"""I suspect that Ignis flames do not originate in betrayal: it was actually the creator of Ignis flames who was betrayed."" *All [Burn]Burn you apply is increased by 10%. You take gain 5% reduced [D]Damage from [Burn]Burning enemies.*"	"""Podejrzewam, że płomienie Ignis nie pochodzą ze zdrady: to twórca płomieni Ignis został zdradzony."" *Całe [Burn]Podpalenie które nakładasz jest zwiększone o 10%. Otrzymujesz 5% zmniejszone [D]Obrażenia od [Burn]Podpalonych wrogów.*"
IgnisManor_BlaineWrapUpBetrayal_10	Dialogue	"""I suspect that Ignis flames do not originate in betrayal: it was actually the creator of Ignis flames who betrayed,"" Alex proclaimed once he compiled everything he knew about Ignis history."	"""Podejrzewam, że płomienie Ignis nie pochodzą ze zdrady: to twórca płomieni Ignis został zdradzony,"" powiedział Alex gdy zebrał w jedno wszystko co wiedział o historii Ignis."
IgnisManor_BlaineWrapUpBetrayal_20	Dialogue	"...Interesting,"" Blaine said, keeping his eyes closed. ""In the manual for Ignis family leaders, such an answer is described as 'sacrilege', and is grounds for immediate expulsion from the Ignis family."" Despite his harsh words, Blaine actually smiled as he added, ""But you are not an Ignis family member, nor do you have any intention of joining it. As such, might I ask you to explain further?"	"...Ciekawe,"" powiedział Blaine, jego oczy wciąż zamknięte. ""W poradniku dla przywódców rodziny Ignis, podanie takiej odpowiedzi jest określone jako 'bluźnierstwo', i można na tej podstawie wydalić kogoś z rodziny Ignis."" Mimo wypowiadanych słów, Blaine miał uśmiech na twarzy. ""Ale ty nie jesteś członkiem rodziny Ignis i nie masz zamiaru do niej dołączać. Więc czemu nie? Kontynuuj."
IgnisManor_BlaineWrapUpBetrayal_30	Dialogue	"Somewhat taken off-guard by Blaine's accommodating attitude, Alex said, ""The armor and sword in the mausoleum. The fact Ignis energy is rooted in the idea of 'betrayal' even more so than 'plunder'. And finally, the Ignis Volcano that keeps spewing energy, as if unable to tolerate the Ignis family itself."""	"Nieco zbity z tropu przez uprzejme nastawienie Blaine-a, Alex powiedział, ""Zbroja i miecz w mauzoleum. Fakt, że energia Ignis ma swoje źródło w 'zdradzie' bardziej niż w 'grabieży'. I w końcu fakt, że Wulkan Ignis cały czas wypluwa energię, tak jakby nie mógł znieść istnienia rodziny Ignis."""
IgnisManor_BlaineWrapUpBetrayal_40	Dialogue	"Having finished listing off all the evidence he had gathered, Alex gave his verdict: ""All of those point towards one conclusion. The actual source of the Ignis flame was a strong Enforcer who was then betrayed, and had his power stolen from him. The person who then proclaimed himself to be the Ignis family founder."""	"Po wymienieniu wszystkich dowodów, które zebrał, Alex wydał swój werdykt: ""Wszystko to prowadzi do jednego wniosku. Faktycznym źródłem płomieni Ignis jest jakiś potężny Autarcha, który został zdradzony i jego siła została skradziona. Osoba, która tego dokonała następnie nazwała siebie założycielem rodziny Ignis."""
IgnisManor_BlaineWrapUpBetrayal_50	Dialogue	"Despite hearing such harsh accusations aimed at the noble history of the family he was leading, Blaine had a perfectly calm expression. ""I see. That's certainly one interesting theory,"" Blaine said without batting an eye. ""But then, what do you want us to do about it? Those are events that transpired 200 years ago. None of us had anything to do with it, so why must we still suffer the consequences?"""	"Mimo usłyszenia takich zarzutów w kierunku szlachetnej historii rodziny, której przewodził, wyraz twarzy Blaine-a pozostawał zupełnie spokojny. ""A więc tak. Dosyć ciekawa teoria,"" powiedział Blaine bez mrugnięcia okiem. ""W takim razie co sugerujesz, że powinniśmy z tym zrobić? To wydarzenia sprzed 200 lat. Żadna żyjąca osoba nie miała z tym nic wspólnego, więc czemu mielibyśmy odczuwać konsekwencje?"""
IgnisManor_BlaineWrapUpBetrayal_60	Dialogue	"Although not responsible for the original sin itself, you <i>are</i> the ones propagating it,"" Alex said with a harsh tone. For a moment, he could feel the ground between him stirring, as if adding weight to his accusation. ""You hide the truth and promote 'betrayal' as a virtue."	"Może i nie jesteście odpowiedzialni za oryginalny grzech, ale <i>jesteście</i> tymi, którzy go kontynuują,"" powiedział Alex nie ustępując. Przez chwilę czuł ziemię drżącą pod jego stopami, jakby chciała dodać wagi jego zarzutom. ""Ukrywacie prawdę i promujecie 'zdradzanie innych'."
IgnisManor_BlaineWrapUpBetrayal_70	Dialogue	"Even though it felt as if the whole land was accusing him, Blaine seemed unshaken. ""That's the best way of passing our Ignis flame to the future generations. Of course, I am no exception."" After a few moments of awkward silence, Blaine let out a heavy sigh. ""What od you expect me to say? 'I back-stabbed and betrayed all my life, but now that it's my turn to get stabbed, how about we stop that silly tradition?'"""	"Mimo faktu, że można było odnieść wrażenie, że cała okoliczna ziemia go oskarżała, to Blaine zachował spokój. ""To najlepszy sposób przekazywania naszych płomieni Ignis przyszłym pokoleniom. Rzecz jasna, mnie też to się tyczy."" Po kilku chwilach niezręcznej ciszy, Blaine westchnął głęboko. ""Czemu spodziewasz się ode mnie usłyszeć? 'Zdradzałem innych całe życie, ale skoro teraz moja kolej na bycie zdradzonym, to może przestańmy kontynuować tą głupią tradycję?"""
IgnisManor_BlaineWrapUpBetrayal_80	Dialogue	"""So that's the reason? You're keeping up this farce out of guilt, or sense of responsibility?"" Alex asked as he found himself flabbergasted."	"""Więc to jest powód? Podtrzymujesz tą farsę przez poczucie winy, przez to, że czujesz się odpowiedzialny?"" Alex powiedział, nie wiedząc kompletnie co innego dodać."
IgnisManor_BlaineWrapUpBetrayal_90	Dialogue	"That's right,"" Blaine said with a stern expression. ""Every Ignis leader is a back-stabber, and it happened countless times over Ignis history that they tried to change the tradition once they got the position. You can guess how well that went."	"Zgadza się,"" Blaine powiedział z niemrawym wyrazem twarzy. ""Każdy przywódca Ignis zdradza innych. W historii Ignis wielokrotnie zdarzało się, że przywódca próbował zmienić tą tradycję gdy już objął stanowisko. Możesz zgadnąć, jak to się zawsze kończyło."
IgnisManor_BlaineWrapUpBetrayal_100	Dialogue	"""And just when I thought Ignis family couldn't get any more messed up..."" Alex said with a sigh. He found himself at a loss, unsure as to how to tackle this issue."	"""A już myślałem, że ta rodzina nie może być bardziej nienormalna..."" Alex powiedział i westchnął. Nie miał pojęcia, od której strony miałby się zabrać za walkę z tym problemem."
IgnisManor_BlaineWrapUpBetrayal_110	Dialogue	"The solution is simple,"" Blaine said with a smile. ""Someone from outside the Ignis family needs to put a stop to this cycle of betrayal. If the Ignis energy that is passed from one leader to another is stolen and taken to the outside world, the Inheritance Ceremony will lose its purpose. And so I ask you, mr Alex Wester,"" Blaine said as he looked at Alex with a burning gaze, ""are you willing to take from me before I'm back-stabbed and stolen from?"	"Rozwiązanie jest proste,"" Blaine powiedział z uśmiechem. ""Ktoś spoza rodziny Ignis musi zakończyć ten krąg zdrady. Jeśli energia Ignis, która jest przekazywana z pokolenia na pokolenie w ramach 'Ceremonii Dziedziczenia' zostanie skradziona i wyniesiona poza ten region, to rytuał straci swój cel. A więc stąd moja prośba, panie Alex Wester,"" Blaine powiedział i spojrzał na Alexa niezwykle intensywnym wzrokiem, ""czy zabierzesz moją energię, zanim zostanę zdradzony i zostanie ona skradziona?"
IgnisManor_BlaineWrapUpBetrayal_120	Dialogue	"Before he could even start thinking about an answer, Alex could feel the Ignis energy residing within the land stirring in response. It was clearly rejecting Blaine's proposal. And if Ignis energy itself was reluctant, then there was no point in Alex agreeing. ""Doesn't seem like violence is the right solution to your problem. At the very least if it's towards you,"" Alex said and shrugged his shoulders."	"Zanim Alex mógł się zastanowić nad odpowiedzią, poczuł jak energia Ignis zgromadzono głęboko pod ziemią trzęsie się w odpowiedzi. Ewidentnie nie zgadzała się na propozycję Blaine-a. A skoro sama energia Ignis była niechętna, to Alex nie miał żadnego powodu, by tą ofertę akceptować. ""Wygląda na to, że przemoc nie jest rozwiązaniem tego problemu. Z pewnością jeszcze jest wystosowana wobec ciebie,"" Alex powiedział i wzruszył ramionami."
IgnisManor_BlaineWrapUpBetrayal_130	Dialogue	"""That I did not expect. In that case, I can only wait and see what kind of future awaits this family,"" Blaine said an turned his melancholic gaze towards the Ignis manor."	"""Tego się nie spodziewałem. Pozostaje zobaczyć, jaka przyszłość czeka tą rodzinę,"" Blaine powiedział i zwrócił oczy pełne melancholii w stronę dworu Ignis."
IgnisManor_BlaineWrapUp_100	Dialogue	"""Well, one way or another, you've arrived at your own conclusion. All that's left is to put it to a test,"" Blaine said as he took out his greatsword, 'The Plunderer'."	"""Tak czy inaczej, doszliśmy do pewnej konkluzji. Teraz pozostaje ją tylko wypróbować w walce,"" Blaine powiedział i wyciągnął swoje wielkie ostrze, 'Grabieżcę'."
IgnisManor_BlaineWrapUp_110	Dialogue	"Up until recently, I would have been delighted to face off against you, Blaine,"" Alex said with a wry smile. ""But I don't think the current me will pose much of a challenge."	"Jeszcze niedawno z chęcią przyjąłbym wyzwanie, Blaine,"" Alex powiedział z wymuszonym uśmiechem. ""Ale obawiam się, że w obecnej formie nie będę dla ciebie specjalnym wyzwaniem."
IgnisManor_BlaineWrapUp_120	Dialogue	"""The purpose of this duel isn't to feed my own ego. I won't go all-out,"" Blaine said as he took a step towards Alex, thus signaling the start of the final exam."	"""Celem tego pojedynku nie jest zaspokojenie mojego ego. Nie mam zamiaru dać z siebie wszystkiego,"" Blaine powiedział i zrobił krok w stronę Alexa, sygnalizując początek ostatecznego testu."
IgnisManor_BlaineWrapUp2_0	Dialogue	"Seemingly satisfied with Alex's performance, Blaine gave an affirming nod. ""And with this, a spark of your own Ignis flame should have been born."" Indeed, with each clash of their weapons, Alex could feel something bubbling within his soul, being forcibly brought to the surface. And now, it was fully awakened."	"Widocznie usatysfakcjonowany tym co Alex pokazał, Blaine skinął głową. ""W ten sposób iskierka twojego własnego płomienia Ignis powinna zostać zaogniona."" Faktycznie, z każdym zderzeniem broni Alex czuł coś kipiącego wewnątrz jego duszy, siłą wyciągane na powierzchnię. I w tym momencie było to w pełni przebudzone."
IgnisManor_BlaineWrapUp2_10	Dialogue	"""So betrayal isn't the only way to inherit the flame, is it?"" Alex asked as he examined his new-found power with great satisfaction."	"""A więc zdrada nie jest jedynym sposobem, by odziedziczyć ten płomień?"" Alex zapytał i z wielką satysfakcją zbadał swój nowo-stworzony płomień."
IgnisManor_BlaineWrapUp2_20	Dialogue	"""For anyone not named 'Alex Wester', only back-stabbing would bring about such rapid improvement,"" Blaine said with a sigh. Seeing an outsider master the Ignis energy at such incredible pace must have been quite aggravating."	"""Dla każdego, kto nie nazywa się 'Alex Wester' tylko zdrada może przynieść aż tak szybkie efekty,"" Blaine powiedział i westchnął. Irytującym musiało być oglądanie, jak ktoś z zewnątrz w tak zatrważającym tempie opanowuje energię Ignis."
IgnisManor_BlaineWrapUp2_30	Dialogue	"""With this, I should be able to at least partially off-set Drake's Anima powers,"" Alex muttered to himself. He was far from truly mastering the Ignis flame, but he could feel that he did everything he could in this place and time."	"""Dzięki temu powinienem być w stanie chociaż częściowo przeciwdziałać siłom Anima, których używa Drake,"" Alex powiedział sam do siebie. Daleko mu było do prawdziwego mistrzostwa płomienia Ignis, ale czuł, że zrobił już wszystko co mógł w tym miejscu i czasie."
IgnisManor_AskAboutBook_0	Dialogue	"I'm looking for something that would help me better understand the Ignis energy. But all I've found so far are fairy tales and propaganda pieces,"" Alex said with a sigh as he talked to a friendly looking elderly woman. ""Do you have any recommendations?"	"Poszukuję czegoś, co pomogłoby mi lepiej zrozumieć energię Ignis. Na razie jedyne co znalazłem, to bajki i propagandę,"" Alex powiedział z grymasem na twarzy obok przyjaźnie wyglądającej starszej kobiety. ""Masz może jakieś rekomendacje?"
IgnisManor_AskAboutBook_10	Dialogue	"If you're looking for something that could undermine the Ignis family, I'm afraid this library is not the place to look,"" the woman said with a carefree laugh. ""But there are some clues scattered here and there,"" she added as she pointed towards one of the bookshelves. ""The yellow one of the far right."	"Jeśli chcesz znaleźć coś, co mogłoby podważyć autorytet rodziny Ignis, to obawiam się, że ta biblioteka nie jest dobrym wyborem,"" powiedziała kobieta i zaśmiała się. ""Ale może znaleźć tu i tam pewne wskazówki,"" dodała po czym pokazała w stronę jednego z regałów. ""Ta żółta po prawej."
IgnisManor_AskAboutBook_20	Dialogue	"""I'm grateful for the help,"" Alex said as he started taking out his wallet. He always adhered to the rule that help should not go unrewarded. It often helped him in future investigations."	"""Dzięki za pomoc,"" Alex powiedział i wyjął portfel. Zawsze wyznawał zasadę, że pomoc nigdy nie powinna pozostać nienagrodzona. Często pomagało mu to w przyszłych poszukiwaniach."
