Label,Category,ENG,PL
IgnisVolcano_Blaine2_80,Dialogue,"Spurned by Alex's words, Blaine fell deeply into thought. ""The 'Inheritance Ceremony' has actually never been performed right next to the volcano. Maybe coming to this place is the trigger?""","S?owa Alexa sprawi?y, ?e Blaine zacz?? intensywnie my?le?. ""'Ceremonia Dziedziczenia' nigdy nie zosta?a przeprowadzona na szczycie wulkanu. Mo?e wyb?r miejsca jest powodem wybuchu?"""
IgnisVolcano_Blaine2_90,Dialogue,"...Same circumstances as 200 years ago, same potential output,"" Alex said as he could finally see the whole picture. ""Anyway, the first priority is getting you as far away from this place as possible.","...Te same okoliczno?ci jak 200 lat temu, wi?c i ten sam rezultat,"" Alex powiedzia? gdy w ko?cu dostrzeg? co si? dzieje. ""Tak czy inaczej, g??wnym priorytetem jest zabranie ci? jak najdalej z tego miejsca."
IgnisVolcano_Blaine2_100,Dialogue,"""I'm afraid it's too late for that,"" Blaine said as he turned his attention to a spot some distance away. It seemed like Ignis family members could detect each other more easily than just regular Enforcers.","""Obawiam si?, ?e na to ju? za p??no,"" Blaine powiedzia? i zwr?ci? si? w stron? pewnego miejsca nieco dalej. Wygl?da?o na to, ?e cz?onkowie rodziny Ignis byli w stanie wyczu? si? nawzajem o wiele ?atwiej ni? inni Autarchowie."
IgnisVolcano_Blaine2_110,Dialogue,"""...Don't you have anything better to do than getting in my way, Alex Wester?"" Colten said as he finally revealed himself.","""...Nie masz nic lepszego do roboty ni? wchodzenie mi w drog?, Alex Wester?"" Colten zapyta? si? gdy w ko?cu wyszed? z ukrycia."
IgnisVolcano_Blaine2_120,Dialogue,"""You're making it too easy for me,"" Alex said as he shrugged his shoulders. He was feeling triumphant: now that he figured out his opponent's aim and current position, stopping someone of Colten's caliber should not be an issue.","""Przykro mi, ale jest to zbyt ?atwe by nie skorzysta?,"" Alex powiedzia? i wzruszy? ramionami. Wype?ni?o go uczucie triumfu: teraz gdy ju? zna? pozycj? i cel wroga, to zatrzymanie kogo? na poziomie Coltena nie powinno by? problemem."
IgnisVolcano_Blaine2_130,Dialogue,"""That's what I should be saying,"" Colten said with a grin. Suddenly, a metallic sound reverberated from next to Alex. Once he turned his eyes, he could see a piece of metal protruding from Blaine's chest, siphoning his energy.","""Wyj??e? mi to z ust,"" Colten powiedzia? z u?miechem. Metaliczny d?wi?k nagle rozszed? si? z niedaleka. Gdy zwr?ci? swoje oczy ku ?r?d?u, Alex zobaczy? kawa?ek metalu wystaj?cy z piersi Blaine-a, wysysaj?cy jego energi?."
IgnisVolcano_Blaine2_140,Dialogue,"""You- just-... how!?"" Alex struggled to formulate a coherent sentence as he unsheathed his weapon. The Colten that was speaking with Alex just moment ago was now nowhere to be seen, his newfound position being right behind his father's back. When a technique was about to be used, it was accompanied by a spike in energy being channeled. Colten showed no such sign, catching Alex completely off-guard.","""Ty- co w?a?nie... jak!?"" Przez chwil? Alex nie by? w stanie skonstruowa? poprawnego zdania i przygotowa? bro?. Colten kt?ry rozmawia? z Alexem jeszcze chwil? temu znik? jakby nigdy go nie by?o, a jego nowa pozycja to by?o miejsce tu? za plecami swojego ojca. U?yciu techniki zawsze towarzyszy?o wzro?ni?cie zu?ycia energii. Colten nie przejawi? ?adnego takowego znaku, bior?c Alexa kompletnie z zaskoczenia."
IgnisVolcano_Blaine2_150,Dialogue,"Overconfidence is a nasty habit, almighty Alex Wester,"" Colten said with a joyful smile as he let go of his blade's handle. ""I assume you won't hold it against me, father? You <i>were</i> the one who always taught me that betrayal is how the Ignis grow stronger.","Nadmierna pewno?? siebie to kiepski nawyk, wszechmocny Alex Wester,"" Colten powiedzia? z u?miechem na ca?? twarz i pu?ci? r?koje??. ""Zak?adam, ?e nie masz nic przeciwko temu co zrobi?em, ojcze? To <i>ty</i> zawsze mnie uczy?e?, ?e zdrada czyni Ignis silniejszymi."
IgnisVolcano_Blaine2_160,Dialogue,"Of... course..."" Blaine said as he tried to keep himself from falling. ""With this... my duty is... fulfilled.","Rzecz... jasna..."" Blaine powiedzia? gdy z trudem powstrzymywa? si? przed upadkiem. ""W ten spos?b... wykona?em sw?j... obowi?zek. "
IgnisVolcano_Blaine2_170,Dialogue,"Not even a single complaint?"" Colten said without hiding his disgust. ""So you weren't kidding all this time. Sorry to disappoint you, but I won't let myself get backstabbed by anyone, so this honorable tradition dies with you.","?adnego narzekania?"" Colten powiedzia? nie kryj?c swojej odrazy. ""Wi?c wcale nie ?artowa?e? ca?y ten czas. Przykro mi by? zawodem dla rodziny, ale nie zamierzam si? da? nikomu zdradzi?, wi?c ta honorowa tradycja umiera razem z tob?."
IgnisVolcano_Blaine2_180,Dialogue,"""That's your... freedom,"" Blaine said as he let out a painful chuckle.","""Tw?j... wolny wyb?r,"" Blaine powiedzia? i za?mia? si? mimo b?lu."
IgnisVolcano_Blaine2_190,Dialogue,"""...Seriously disturbing. Why does the Ignis Family have to be chock-full of psychos?"" he said with a sigh as he took the 'Plunderer' from Blaine's grip, then turned towards Alex. ""I'd love to stay and try out my newfound powers, but I don't think this place is gonna last."" As if on cue, the heart of the blazing storm on top of the summit started raging.","""...Zaraz si? porzygam. Czemu Rodzina Ignis jest pe?na tego typu psycholi?"" powiedzia? i westchn?wszy wyrwa? 'Grabie?c?' z d?oni Blaine-a, po czym zwr?ci? si? w stron? Alexa.""Z ch?ci? zosta?bym tutaj i wypr?bowa?bym moje nowe moce, ale to miejsce raczej d?ugo ju? nie wytrzyma."" Gdy Colten wypowiedzia? te s?owa, serce ognistego sztormu na szczycie wulkanu zacz??o szale? jeszcze mocniej."
IgnisVolcano_Blaine2_200,Dialogue,"""Shit!"" Alex cursed as he saw the situation getting out of control. Blaine was losing blood fast, and there was nobody nearby who could provide sufficient medical aid.","""Cholera!"" Alex zakl?? gdy zobaczy?, ?e sytuacja wymyka si? spod kontroli. Blaine szybko traci? krew, a woko?o nie by?o nikogo zdolnego udzieli? mu odpowiedniej pomocy."
IgnisVolcano_Blaine2_210,Dialogue,"""Thanks for worrying... but I'm afraid... it's no use,"" Blaine said and fell to the ground. Given the inferno that started raging all around, he had no hopes for survival.","""Dzi?ki za trosk?... ale obawiam si?... ?e nic to nie da,"" Blaine powiedzia? i upad? na ziemi?. Bior?c pod uwag? inferno szalej?ce wok?? niego, nie mia? on ?adnych szans na prze?ycie."
IgnisVolcano_Blaine2_220,Dialogue,"""...You think I'm going to just let it go like this, Colten!?"" Alex said as he grit his teeth. He did not like the Ignis Family. One could even say that he hated it. Needless to say, Blaine was no exception. But this was not an ending he was willing to accept.","""...My?lisz, ?e od tak po prostu pozwol?, ?e ujdzie ci to na sucho, Colten!?"" Alex krzykn?? i zacisn?? z?by. Nie przepada? za Rodzin? Ignis. Mo?na by wr?cz powiedzie?, ?e jej nienawidzi?. Blaine nie by? tutaj wyj?tkiem. Ale to nie by? koniec ?ycia, na jaki ktokolwiek m?g? zas?u?y?."
IgnisVolcano_Blaine2_230,Dialogue,"""I'll make sure that this never happened,"" Alex said as he gave Blaine's lifeless body one last look before evacuating from the volcano. His business with the Ignis Family was finished for now, but he would have plenty to do in the next cycle.","""Sprawi?, ?e to si? nigdy nie sta?o,"" Alex powiedzia? gdy po raz ostatni spojrza? na zw?oki Blaine-a, po czym uciek? ze szczytu wulkanu. Na razie nie mia? nic do zrobienia w kwestii Rodziny Ignis, ale mia? zdecydowanie sporo zaplanowanego na nast?pny cykl."
IgnisManor_Cycle3Intro_0,Dialogue,"As Alex approached the Ignis Manor, he quickly realized that something was terribly wrong. ""Excuse me, do you know where Blaine is at the moment?"" he asked the closest knight.","Gdy Alex zbli?a? si? do Dworu Ignis, szybko zda? sobie spraw?, ?e co? by?o nie tak. ""Przepraszam, ale czy wiesz mo?e gdzie jest obecnie Blaine?"" zapyta? najbli?szego rycerza."
IgnisManor_Cycle3Intro_10,Dialogue,"That's strictly confidential,"" the knight answered with a stern expression. It was impressive that he held his ground against Alex without blinking an eye. ""I'm certainly not giving that information to an outsider.","Jest to ?ci?le tajna informacja,"" rycerz powiedzia? z niezbyt przychylnym wyrazem twarzy. Alex by? pod wra?eniem, ?e m??czyzna nie ugi?? si? przed nim nawet o milimetr. ""Z pewno?ci? nie podziel? si? t? informacj? z kim? z zewn?trz."
IgnisManor_Cycle3Intro_20,Dialogue,"Just tell me one thing: he's not at the Ignis Volcano, right?"" Alex asked with an almost pleading tone of voice. ""Because if he is, then he's in dire danger of dying.","W takim razie powiedz mi tylko jedno: nie poszed? do Wulkanu Ignis, prawda?"" Alex zapyta? si? z niemal?e b?agalnym tonem g?osu. ""Bo je?li tak, to mo?e lada chwila umrze?."
IgnisManor_Cycle3Intro_30,Dialogue,"The knight bit his lip, but refused to speak. And yet, that one gesture was everything Alex needed to figure out the rest. ""Damn it,"" he swore under his breath. ""Guess I got complacent <i>again</i>. Let's just hope I'm not too late,"" Alex said to himself as he decided to enter the Ignis Volcano yet again.","Rycerz zagryz? wargi, ale nic nie odpowiedzia?. Jednak sam wyraz twarzy wystarczy? Alexowi, by wywnioskowa? ca?? reszt?. ""Niech to szlag,"" zakl?? pod nosem. ""<i>Znowu</i> by?em zbyt lekcewa??cy. Pozostaje mie? nadziej?, ?e tym razem nie jest za p??no,"" Alex powiedzia? do siebie i uda? si? raz jeszcze w stron? Wulkanu Ignis. "
IgnisVolcano_FinalVolcano_0,Dialogue,"""...Damn, is it too late!?"" Alex cursed under his breath as he could feel a massive energy spike emanating from the volcano summit.","""...Niech to szlag, ju? za p??no!?"" Alex zakl?? pod nosem gdy wyczu? ogromny wybuch energii dochodz?cy ze szczytu wulkanu."
IgnisVolcano_FinalVolcano_10,Dialogue,"But as he approached, a completely unexpected sight awaited him. ""...Not this time!"" A dark-colored suit of armor threw itself in front of the blade that was heading straight for Blaine's back. It was frail and easily crumbled under the pressure, but nonetheless managed to minimize the damage.","Ale gdy zacz?? si? zbli?a?, powita? go niespodziewany widok. ""...Nie tym razem!"" O?ywiona zbroja o ciemnym kolorze rzuci?a si? przed ostrze lec?ce wprost w plecy Blaine-a. Zbroja by?a krucha i szybko ugi??a si? pod naciskiem, ale mimo wszystko nieco zmniejszy?a obra?enia."
IgnisVolcano_FinalVolcano_20,Dialogue,"Lucky you. You get to bleed out for a few extra minutes,"" Colten said as he looked at his father with disdain. He picked up the Plunderer and turned towards Alex who only just arrived. ""Late as always. According to Drake, you can no longer turn back the clock, so I can finally drop the pretense.","Masz szcz??cie. Teraz mo?esz si? wykrwawia? dodatkowe kilka minut,"" Colten powiedzia?, po czym popatrzy? si? na swego ojca z pogard?. Podni?s? Grabie?c? i zwr?ci? si? w stron? Alexa, kt?ry dopiero co przyby?. ""Jak zwykle sp??niony. Wed?ug Drake nie jeste? ju? w stanie cofn?? zegara, wi?c teraz mog? przesta? udawa?."
IgnisVolcano_FinalVolcano_30,Dialogue,"""So you were in cahoots with Drake after all?"" Alex said as his expression hardened.","""Wi?c faktycznie si? sprzymierzy?e? si? z Drake?"" Alex powiedzia? z grymasem na twarzy."
IgnisVolcano_FinalVolcano_40,Dialogue,"Can you blame me? You were supposed to be as well, but decided to rebel for some useless reason."" Seeing that the volcano was starting to erupt, Colten threw one last glance in his father's direction and sighed. ""Surely you're not going to preach to me, are you? Not after all you've yourself.","A czy mo?esz mnie wini?? Ty te? mia?e? si? z nim sprzymierzy?, ale postanowi?e? si? mu postawi? z jakiego? niezrozumia?ego powodu."" Widz?c, ?e wulkan lada chwila wybuchnie, Colten po raz ostatni rzuci? okiem w stron? swojego ojca, po czym westchn??. ""Z pewno?ci? nie zaczniesz teraz mnie moralizowa?, prawda? Nie po wszystkim, co sam zrobi?e?."
IgnisVolcano_FinalVolcano_50,Dialogue,"Unlike how it was in previous cycle, this time Blaine seemed much less willing to roll over and die. ""Do you truly think Ignis can survive by groveling under Drake?""","W przeciwie?stwie do poprzedniego cyklu, tym razem Blaine by? o wiele mniej sk?onny by po cichu przyj?? ?mier?. ""Naprawd? my?lisz, ?e Ignis przetrwa pod butem Drake?"""
IgnisVolcano_FinalVolcano_60,Dialogue,"We thrive on betrayal,"" Colten said as he shrugged his shoulders. ""I always thought we were in this whole 'Western Alliance' because we were planning to backstab them. And now that I have Drake's trust, I could always betray him if he doesn't live up to my expectations.","Specjalizujemy si? w zdradzie,"" Colten powiedzia? i wzruszy? ramionami. ""Zawsze my?la?em, ?e to ca?e 'Przymierze Anty-Drake' mia?o na celu danie nam dobrej szansy na zrobienie w?a?nie tego. A teraz gdy mamy zaufanie Drake, zawsze mo?emy go zdradzi?, je?li zawiedzie nasze oczekiwania."
IgnisVolcano_FinalVolcano_70,Dialogue,"""And how do you think that will work when he has precognition!?"" Blaine shouted despite coughing up blood.","""Jak niby mia?oby to dzia?a? z jego prekognicj?!?"" Blaine krzykn?? mimo plucia krwi?."
IgnisVolcano_FinalVolcano_80,Dialogue,"I just need to draw power from the same source as him,"" Colten said as he once again shrugged his shoulders with a grin on his face as he turned towards Alex. ""What, did you think only you and Drake were the 'chosen ones' who could see it? With its power, I should be able to offset Drake's precognition.","Po prostu musz? pi? z tego samego ?r?d?a mocy, co on,"" Colten powiedzia? i raz jeszcze wzruszy? ramionami. Z u?miechem na twarzy obr?ci? si? w stron? Alexa. ""Co, chyba nie my?la?e?, ?e tylko ty i Drake byli?cie 'wybra?cami', kt?rzy s? w stanie to widzie?? Z t? pomoc? powinienem by? w stanie poradzi? sobie z prekognicj? Drake."
IgnisVolcano_FinalVolcano_90,Dialogue,"""...What a fool you are,"" Blaine said as he grit his teeth. ""An extremely powerful Energy Core is needed to have your wish granted, almost twice the size you currently have."" It seemed like Blaine gathered a lot of information during his meeting with Maginhart and Gerrald.","""...Sko?czony idiota z ciebie,"" Blaine powiedzia? i zacisn?? z?by. ""Do spe?nienia ?yczenia potrzebny jest niebywale pot??ny Rdze? Energii, prawie dwa razy wi?ksze ni? ten, kt?ry obecnie posiadasz."" Wygl?da?o na to, ?e Blaine zebra? ca?kiem sporo informacji ze swojego spotkania z Maginhart i Gerraldem."
IgnisVolcano_FinalVolcano_100,Dialogue,"Stop spouting lies,"" Colten said as he seemed taken off-guard. ""I can see the Shadow, so I'm obviously more than strong enough!","Przesta? ?ga?,"" Colten powiedzia? niew?tpliwie wstrz??ni?ty. ""Skoro widz? ten Cie?, to rzecz jasna jestem wystarczaj?co silny! "
IgnisVolcano_FinalVolcano_110,Dialogue,"I don't know how 'it' managed to make itself visible to you, but you're just a useful idiot. No, your usefulness just ran out, so not even that,"" Blaine said as he shook his head. ""No matter. I know you better than to try to convince you otherwise. It seems like Ignis will be headed for destruction under your leadership.","Nie wiem jakim sposobem 'to' da?o rad? sta? si? dla ciebie widzialne, ale jeste? tylko u?ytecznym idiot?. Nie, twoja u?yteczno?? dobiera ko?ca, wi?c jeste? po prostu idiot?,"" Blaine powiedzia? i wstrz?sn?? g?ow?. ""Bez znaczenia. Zbyt dobrze ci? znam, by pr?bowa? ci? teraz przekona?. Wygl?da na to, ?e pod twoim przewodnictwem Ignis p?dzi wprost ku zniszczeniu."
IgnisVolcano_FinalVolcano_120,Dialogue,"""Shut up!"" Colten shouted. ""Now that I'm here, you're just a loser, a relic of the old times! And nobody is going to backstab <i>me</i>! That stupid tradition dies with you!"" After saying his piece, the volcano started to erupt, prompting Colten to evacuate.","""Zamknij si?!"" Colten krzykn??. ""Jeste? tylko reliktem starych czas?w, kt?ry przegra?! Teraz nadesz?a moja era, a <i>mnie</i> nikt nie zdradzi! Ta g?upia tradycja umrze razem z tob?!"" Po krzykach Coltena nast?pi?a erupcja wulkanu, zmuszaj?c Coltena do ewakuacji."
IgnisVolcano_FinalVolcano_130,Dialogue,"Well, no time to waste,"" Blaine said as he picked up the inferior version of the Plunderer that Colten tossed aside. ""We have quite a lot of work ahead of us, Alex.","No nic, nie ma co traci? czasu,"" Blaine powiedzia? i podni?s? gorsz? wersj? Grabie?cy, kt?r? Colten wcze?niej porzuci?. ""Mamy sporo pracy przed sob?, Alex."
IgnisVolcano_FinalVolcano_140,Dialogue,"Blaine's familiar attitude took Alex off-guard. ""You... remember me? From the other cycles?""","Przyjazne nastawienie Blaine-a zbi?o Alexa z tropu. ""Ty... pami?tasz mnie? Z poprzednich razy?"""
IgnisVolcano_FinalVolcano_150,Dialogue,"More than you think,"" Blaine said as swung the sword. Even that simple motion seemed to be quite straining for him, since he coughed up blood immediately after. ""When this animated armor... Sacrificed itself for me... It also shared its power with me. The power not to have my memory erased.","Pami?tam wi?cej ni? my?lisz,"" Blaine powiedzia? i ci?? mieczem powietrze. Ten prosty ruch okaza? si? ca?kiem obci??aj?cy, gdy? Blaine szybko zach?ysn?? si? krwi?. ""Gdy ten o?ywiony pancerz... Po?wi?ci? si? dla mnie... Dodatkowo podzieli? si? ze mn? swoj? moc?. Moc? kt?ra pozwala przeciwstawi? si? usuwaniu pami?ci."
IgnisVolcano_FinalVolcano_180,Dialogue,"""You should stop talking and let me get you a doctor,"" Alex said as he approached. He was stopped in his tracks by a gesture from Blaine.","""Zamiast m?wi? powiniene? oszcz?dza? si?y i czeka? na pomoc doktora,"" Alex powiedzia? i podszed? bli?ej. Ale jeden gest ze strony Blaine-a sprawi?, ?e stan?? w miejscu."
IgnisVolcano_FinalVolcano_190,Dialogue,"""It's useless,"" Blaine said as he shook his head with a determined look. ""If my assumptions are correct... Even if I survived during this 'Cycle'... My demise was confirmed the moment I died in the original timeline,"" he said, struggling to speak with each passing second.","""To nic nie da,"" Blaine powiedzia? z determinacj? w oczach. ""Je?li moje za?o?enia s? prawdziwe... To nawet gdybym do?y? do ko?ca tego 'Cyklu'... To moja ?mier? by?a zagwarantowana w momencie, gdy umar?em pod koniec oryginalnej wersji historii,"" Blaine powiedzia?, z coraz wi?kszym trudem wymawiaj?c ka?de nast?pne s?owo."
IgnisVolcano_FinalVolcano_200,Dialogue,"""What do you mean?"" Alex asked, desperate to learn more about the timeline that started this whole cycle of regressions.","""O czym ty m?wisz?"" Alex zapyta?, desperacko chc?c dowiedzie? si? wi?cej o wersji historii kt?ra zapocz?tkowa?a cykle regresji."
IgnisVolcano_FinalVolcano_210,Dialogue,"I died during week 40, so I don't know what happened in Penance,"" Blaine said as he adopted a fighting stance. ""But... There's one thing I can say for sure: don't get overly attached to this 'Cycle'. And don't trust the Shadow no matter the circumstances.","Umar?em wtedy w tygodniu 40, wi?c nie wiem co wydarzy?o si? w Pokucie,"" Blaine powiedzia? i przygotowa? si? do walki. ""Ale.. jedno mog? powiedzie? z absolutn? pewno?ci?: nie przywi?zuj si? zanadto do obecnego 'Cyklu'. I pod ?adnym pozorem nie ufaj Cieniowi."
IgnisVolcano_FinalVolcano_220,Dialogue,"Seeing that Blaine was preparing to fight despite the state his body was in, Alex realized what he was trying to accomplish. ""So you want to pass on the last remnants of your Ignis energy?""","Widz?c, ?e Blaine zamierza walczy? mimo obecnego stanu swojego cia?a, Alex w ko?cu zda? sobie spraw? co pr?buje on osi?gn??. ""Wi?c chcesz przekaza? resztki energii Ignis, kt?re nadal posiadasz?"""
IgnisVolcano_FinalVolcano_230,Dialogue,"""Indeed,"" Blaine said as he showed a care-free smile. ""I paid back the debt accrued as the leader of the Ignis family. From now on, I can do whatever I wish to do as simply 'Blaine'."" Before Alex could ask any further questions, Blaine threw himself into battle with unprecedented zeal.","""Dok?adnie tak,"" powiedzia? Blaine nie trac?c swego beztroskiego u?miechu. ""Sp?aci?em ju? d?ug zaci?gni?to jako przyw?dca rodziny Ignis. Od teraz, mog? robi? co mi si? ?ywnie podoba jako zwyk?y 'Blaine'."" Zanim Alex m?g? o cokolwiek zapyta?, Blaine rzuci? si? w wir bitwy z nieoczekiwanym zapa?em."
IgnisVolcano_BlaineMidFightQuote_0,Dialogue,Colten never was particularly skilled with handling weapons. Expect a lot of fire-based techniques if you face off against him.,Colten nigdy nie by? zbyt dobry we w?adaniu broni?. Walcz?c z nim spodziewaj si? du?o technik?w bazuj?cych na p?omieniach.
IgnisVolcano_BlaineMidFightQuote_10,Dialogue,"Not... bad! Don't mind me, just need to... catch my breath.","Ca?kiem... nie?le! Nie przejmuj si? mn?, musz? tylko... wzi?? par? oddech?w."
IgnisVolcano_BlaineMidFightQuote_20,Dialogue,Guess... it's time... for me to go all out. Let me show you the true power of the 'Plunderer'. And remember: the techniques you prepared will determine which attack the Plunderer will unleash.,"Chyba... pora na to... ?ebym da? z siebie wszystko. Pozw?l, ?ebym pokaza? ci prawdziw? moc 'Grabie?cy'. I pami?taj: techniki kt?re przygotowa?e? zdecyduj?, jakie ataki Grabie?ca jest w stanie wykona?."
IgnisVolcano_BlaineMidFightQuote_30,Dialogue,Not... yet. Just... a moment... longer. Just one... more... technique...,Jeszcze... nie. Jeszcze... chwil?... d?u?ej. Tylko jedna... technika... wi?cej...
IgnisVolcano_FarewellToBlaine_0,Dialogue,"""Alright... That's good enough... for me,"" Blaine said as he finally succumbed to his wounds and fell to his knees.","""No dobrze... Tyle mi... wystarczy,"" Blaine powiedzia?, po czym w ko?cu uleg? swoim ranom i upad? na kolana."
IgnisVolcano_FarewellToBlaine_10,Dialogue,"""...What exactly did you want to accomplish through all this?"" Alex asked. Seeing Blaine struggle to prolong the fight for even a second longer was an excruciating experience.","""...Co w?a?ciwie pr?bowa?e? osi?gn?? poprzez to wszystko?"" Alex zapyta?. Ogl?danie jak Blaine stara? si? przed?u?y? walk? cho? o sekund? d?u?ej by?o wycie?czaj?ce."
IgnisVolcano_FarewellToBlaine_20,Dialogue,"I'm a dead man walking... Why should it matter... what I want at this point?"" Blaine said as he let out a pained chuckle. ""I gave this power to you on a whim. It's up to you what you do with it.","Zosta?o mi kilka chwil ?ycia... Co kogo obchodzi... co pr?bowa?em osi?gn???"" Blaine powiedzia? i za?mia? si? mimo b?lu. ""Da?em ci t? si?? bo tak chcia?em zrobi?. To, jak z niej skorzystasz to ju? twoja sprawa."
IgnisVolcano_FarewellToBlaine_30,Dialogue,"Are you serious!?"" Alex shouted, unable to hold back any longer. ""There's obviously something you wanted to accomplish, something you wanted to prove! So out with it!","Czy ty jeste? powa?ny!?"" Alex krzykn??, nie b?d?c w stanie dalej utrzyma? nerw?w na wodzy. ""Ewidentnie co? chcia?e? tym osi?gn??, co? udowodni?! Wydu? to z siebie!"
IgnisVolcano_FarewellToBlaine_40,Dialogue,"It's just a small... silly reason... really,"" Blaine said, each word leaving his mouth a pained effort. ""I wanted to settle it... once and for all. The betrayal... or the chivalry... in the end... which would come out on top?","Tak ma?y... g?upi pow?d... niewarty uwagi,"" Blaine powiedzia?, ka?de wypowiadane s?owo przekupione wielkim b?lem. ""Chcia?em rozwi?za? to raz na zawsze. Zdrada... czy honor... kt?re jest lepsze... i kt?re wygra z tym drugim?"
IgnisVolcano_FarewellToBlaine_41,Dialogue,"...Fine then. Have it your way,"" Alex said as he decided against arguing with a dying man. ""Any last requests you can think of?","Niech b?dzie. Zrobimy to po twojemu,"" Alex powiedzia?, postanowiwszy nie k??ci? si? z umieraj?cym m??czyzn?. ""Masz mo?e jakie? ostatnie ?yczenie?"
IgnisVolcano_FarewellToBlaine_42,Dialogue,"Just one,"" Blaine said as he gathered his strength for the last time. ""It's something... the armor that tried to save me wanted. And I mirror that sentiment.","Tylko jedno,"" Blaine powiedzia?, po czym po raz ostatni zebra? si?y. ""To co?... czego chcia?a zbroja, kt?ra mnie pr?bowa?a uratowa?. I ja te? si? z tym zgadzam."
IgnisVolcano_FarewellToBlaine_43,Dialogue,What exactly?,Czyli co dok?adnie?
IgnisVolcano_FarewellToBlaine_44,Dialogue,"Smash those idiotic sword monuments,"" Blaine said with a wry smile on his face. ""From now on... let Ignis build something more lasting... than pathetic proofs of our arrogance. ","Zniszcz te idiotyczne mieczo-monumenty,"" Blaine powiedzia? z bolesnym u?miechem na twarzy. ""Od teraz... niech Ignis buduje co? bardziej trwa?ego... ni? ?a?osne dowody naszej pychy."
IgnisVolcano_FarewellToBlaine_50,Dialogue,"Exhausted by the raging inferno and the fight that just ensued, Blaine finally succumbed to his wound, closing his eyes for good. ""Creators of the very first and newest addition are in accord, so who am I to disagree?"" Alex said as he raised his gaze towards the sky for a short moment.","Wycie?czony szalej?cym ogniem i walk?, kt?ra w?a?nie si? wywi?za?a, Blaine w ko?cu uleg? poniesionym ranom i zamkn?? oczy na zawsze. ""Tw?rca pierwszego i ostatniego monumentu s? w zgodzie, wi?c nie widz? powodu, by si? nie zgodzi?,"" Alex powiedzia? i uni?s? wzrok ku niebu na kr?tk? chwil?."
IgnisVolcano_FarewellToBlaine_51,Dialogue,"Exhausted by the raging inferno and the fight that just ensued, Blaine finally succumbed to his wound, closing his eyes for good. ""If the creator of the final addition say so, who am I to disagree?"" Alex said as he raised his gaze towards the sky for a short moment.","Wycie?czony szalej?cym ogniem i walk?, kt?ra w?a?nie si? wywi?za?a, Blaine w ko?cu uleg? poniesionym ranom i zamkn?? oczy na zawsze. ""Skoro tw?rca ostatniego monumentu tak uwa?a, wi?c nie widz? powodu, by si? nie zgodzi?,"" Alex powiedzia? i uni?s? wzrok ku niebu na kr?tk? chwil?."
IgnisVolcano_FarewellToBlaine_60,Dialogue,"With renewed determination, Alex walked up to the blazing shadow whom he noticed from back during the duel. ""I don't know... how long... I can keep holding back... the eruption,"" the shadow said with a strained expression.","Z odnowion? determinacj? Alex podszed? do p?on?cego cienia, kt?rego dostrzeg? podczas poprzedniego pojedynku. ""Nie wiem... jak d?ugo... dam rad?... powstrzymywa? erupcj?,"" z wielkim trudem powiedzia? cie?."
IgnisVolcano_FarewellToBlaine_70,Dialogue,"""No worries. Now I'm finally strong enough to do what needs to be done,"" Alex said as he gestured towards the summit.","""Bez obaw. Teraz ju? jestem wystarczaj?co silny, by zrobi? to co trzeba,"" Alex powiedzia? i wskaza? na szczyt."
IgnisVolcano_FarewellToBlaine_80,Dialogue,"In a few quick jumps, Alex found himself standing over the Dragon's Maw. Flames were spewing forth from within it in a seemingly endless fashion. Alex did not hesitate as he grasped the hilt and pulled out the weapon.","Wykonuj?c kilka szybkich skok?w, Alex stan?? tu? przed Paszcz? Smoka. P?omienie bucha?y z niej z nieustaj?c? zawzi?to?ci?. Bez wahania Alex chwyci? za r?koje?? i wyci?gn?? bro?."
IgnisVolcano_FarewellToBlaine_90,Dialogue,"There was some resistance, but he was quickly able to bring the weapon under control. ""A strong enough person finally appeared,"" the blazing shadow said as its form started dissipating. ""This won't stop the chain reaction that's already underway, but it should minimize the damage.""","Napotka? lekki op?r, ale Alex by? w stanie szybko przej?? kontrol? nad mieczem. ""W ko?cu doczeka?am si? przybycia kogo? wystarczaj?co silnego,"" p?on?cy cie? powiedzia? i zacz?? zanika?. ""Nie powstrzyma to zapocz?tkowanej reakcji ?a?cuchowej, ale powinno zminimalizowa? wywo?ane zniszczenia."""
IgnisVolcano_FarewellToBlaine_100,Dialogue,"""Are you going to disappear?"" Alex asked once he noticed what was happening to the shadow's body.","""Zaraz znikniesz?"" Alex powiedzia? gdy zorientowa? si?, co zacz??o si? dzia? z cia?em cienia."
IgnisVolcano_FarewellToBlaine_110,Dialogue,"I will be simply lying dormant, waiting for the right time to appear,"" the blazing shadow said as it showed a carefree smile. ""No matter how strong you are, you always need someone to watch your back.","Po prostu b?d? le?e? w u?pieniu, oczekuj?c na odpowiedni moment, by si? znowu pokaza?,"" p?on?cy cie? powiedzia? z beztroskim u?miechem. ""Jakby si? silnym nie by?o, to zawsze potrzebny jest kto?, by pilnowa? twoich plec?w."
